ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0042069	regulation of catecholamine metabolic process	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	PARK7	1
BP	GO:0042693	muscle cell fate commitment	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	MEF2C	1
BP	GO:0048643	positive regulation of skeletal muscle tissue development	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	MEF2C	1
BP	GO:0048670	regulation of collateral sprouting	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	ULK1	1
BP	GO:0060231	mesenchymal to epithelial transition	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	FZD7	1
BP	GO:0060340	positive regulation of type I interferon-mediated signaling pathway	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	TBK1	1
BP	GO:0071243	cellular response to arsenic-containing substance	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	ATF3	1
BP	GO:0072662	protein localization to peroxisome	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	PEX2	1
BP	GO:0072663	establishment of protein localization to peroxisome	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	PEX2	1
BP	GO:1902004	positive regulation of amyloid-beta formation	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	RELA	1
BP	GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	PARK7	1
BP	GO:1903427	negative regulation of reactive oxygen species biosynthetic process	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	PARK7	1
BP	GO:1903978	regulation of microglial cell activation	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	IL6	1
BP	GO:2001014	regulation of skeletal muscle cell differentiation	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	MEF2C	1
BP	GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	SOCS1	1
BP	GO:0007612	learning	2/40	152/18614	0.0422098969976092	0.0954290853116943	0.0530869517946691	PGRMC1/PTGS2	2
BP	GO:0043535	regulation of blood vessel endothelial cell migration	2/40	152/18614	0.0422098969976092	0.0954290853116943	0.0530869517946691	MEF2C/PTGS2	2
BP	GO:0043524	negative regulation of neuron apoptotic process	2/40	155/18614	0.0437228012768758	0.0980889672796675	0.0545666372108302	MEF2C/PARK7	2
BP	GO:0090316	positive regulation of intracellular protein transport	2/40	155/18614	0.0437228012768758	0.0980889672796675	0.0545666372108302	IL1B/PTGS2	2
BP	GO:0007398	ectoderm development	1/40	21/18614	0.0441938843917061	0.0980889672796675	0.0545666372108302	FZD7	1
BP	GO:0010288	response to lead ion	1/40	21/18614	0.0441938843917061	0.0980889672796675	0.0545666372108302	PTGS2	1
BP	GO:0010829	negative regulation of glucose transmembrane transport	1/40	21/18614	0.0441938843917061	0.0980889672796675	0.0545666372108302	IL1B	1
BP	GO:0010888	negative regulation of lipid storage	1/40	21/18614	0.0441938843917061	0.0980889672796675	0.0545666372108302	IL6	1
BP	GO:0030728	ovulation	1/40	21/18614	0.0441938843917061	0.0980889672796675	0.0545666372108302	PTGS2	1
BP	GO:0032305	positive regulation of icosanoid secretion	1/40	21/18614	0.0441938843917061	0.0980889672796675	0.0545666372108302	IL1B	1
BP	GO:0038083	peptidyl-tyrosine autophosphorylation	1/40	21/18614	0.0441938843917061	0.0980889672796675	0.0545666372108302	EGFR	1
BP	GO:0043373	CD4-positive, alpha-beta T cell lineage commitment	1/40	21/18614	0.0441938843917061	0.0980889672796675	0.0545666372108302	IL6	1
BP	GO:0044090	positive regulation of vacuole organization	1/40	21/18614	0.0441938843917061	0.0980889672796675	0.0545666372108302	ULK1	1
BP	GO:0060353	regulation of cell adhesion molecule production	1/40	21/18614	0.0441938843917061	0.0980889672796675	0.0545666372108302	IL1B	1
BP	GO:0071605	monocyte chemotactic protein-1 production	1/40	21/18614	0.0441938843917061	0.0980889672796675	0.0545666372108302	IL1B	1
BP	GO:0071637	regulation of monocyte chemotactic protein-1 production	1/40	21/18614	0.0441938843917061	0.0980889672796675	0.0545666372108302	IL1B	1
BP	GO:1903204	negative regulation of oxidative stress-induced neuron death	1/40	21/18614	0.0441938843917061	0.0980889672796675	0.0545666372108302	PARK7	1
BP	GO:1903209	positive regulation of oxidative stress-induced cell death	1/40	21/18614	0.0441938843917061	0.0980889672796675	0.0545666372108302	PARK7	1
BP	GO:1903428	positive regulation of reactive oxygen species biosynthetic process	1/40	21/18614	0.0441938843917061	0.0980889672796675	0.0545666372108302	PARK7	1
BP	GO:0007584	response to nutrient	2/40	156/18614	0.0442315974999745	0.0980889672796675	0.0545666372108302	PTGS2/TFRC	2
BP	GO:0010976	positive regulation of neuron projection development	2/40	157/18614	0.0447426220484695	0.0991170068496849	0.0551385329480497	DDR2/HSPA5	2
BP	GO:0120254	olefinic compound metabolic process	2/40	158/18614	0.0452558635335014	0.100147774281234	0.0557119461875397	PTGS2/SCP2	2
BP	GO:0009306	protein secretion	3/40	373/18614	0.0457031706397018	0.100517277133686	0.0559174996626889	IL1B/IL6/PARK7	3
BP	GO:0045088	regulation of innate immune response	3/40	373/18614	0.0457031706397018	0.100517277133686	0.0559174996626889	RELA/TBK1/TNFAIP3	3
BP	GO:0016579	protein deubiquitination	2/40	159/18614	0.0457713106026775	0.100517277133686	0.0559174996626889	PARK7/TNFAIP3	2
BP	GO:0035592	establishment of protein localization to extracellular region	3/40	374/18614	0.0460057253596803	0.100517277133686	0.0559174996626889	IL1B/IL6/PARK7	3
BP	GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	1/40	22/18614	0.0462501552799075	0.100517277133686	0.0559174996626889	BRD4	1
BP	GO:0006907	pinocytosis	1/40	22/18614	0.0462501552799075	0.100517277133686	0.0559174996626889	SNX5	1
BP	GO:0009713	catechol-containing compound biosynthetic process	1/40	22/18614	0.0462501552799075	0.100517277133686	0.0559174996626889	PARK7	1
BP	GO:0015919	peroxisomal membrane transport	1/40	22/18614	0.0462501552799075	0.100517277133686	0.0559174996626889	PEX2	1
BP	GO:0030220	platelet formation	1/40	22/18614	0.0462501552799075	0.100517277133686	0.0559174996626889	MEF2C	1
BP	GO:0030449	regulation of complement activation	1/40	22/18614	0.0462501552799075	0.100517277133686	0.0559174996626889	IL1B	1
BP	GO:0032303	regulation of icosanoid secretion	1/40	22/18614	0.0462501552799075	0.100517277133686	0.0559174996626889	IL1B	1
BP	GO:0035812	renal sodium excretion	1/40	22/18614	0.0462501552799075	0.100517277133686	0.0559174996626889	SNX5	1
BP	GO:0042026	protein refolding	1/40	22/18614	0.0462501552799075	0.100517277133686	0.0559174996626889	HSPA5	1
BP	GO:0042423	catecholamine biosynthetic process	1/40	22/18614	0.0462501552799075	0.100517277133686	0.0559174996626889	PARK7	1
BP	GO:0051444	negative regulation of ubiquitin-protein transferase activity	1/40	22/18614	0.0462501552799075	0.100517277133686	0.0559174996626889	PARK7	1
BP	GO:1902894	negative regulation of miRNA transcription	1/40	22/18614	0.0462501552799075	0.100517277133686	0.0559174996626889	RELA	1
BP	GO:2000310	regulation of NMDA receptor activity	1/40	22/18614	0.0462501552799075	0.100517277133686	0.0559174996626889	MEF2C	1
BP	GO:0010951	negative regulation of endopeptidase activity	2/40	160/18614	0.0462889519399741	0.100517277133686	0.0559174996626889	PARK7/PTGS2	2
BP	GO:0006633	fatty acid biosynthetic process	2/40	161/18614	0.0468087762656386	0.101435200849501	0.056428138236804	IL1B/PTGS2	2
BP	GO:0051147	regulation of muscle cell differentiation	2/40	161/18614	0.0468087762656386	0.101435200849501	0.056428138236804	FZD7/MEF2C	2
BP	GO:0006606	protein import into nucleus	2/40	163/18614	0.0478549289438362	0.103172917782694	0.0573948256441479	CDKN1A/PTGS2	2
BP	GO:0050796	regulation of insulin secretion	2/40	163/18614	0.0478549289438362	0.103172917782694	0.0573948256441479	IL1B/IL6	2
BP	GO:0051100	negative regulation of binding	2/40	163/18614	0.0478549289438362	0.103172917782694	0.0573948256441479	CDKN1A/PARK7	2
BP	GO:0002363	alpha-beta T cell lineage commitment	1/40	23/18614	0.0483021127771538	0.103172917782694	0.0573948256441479	IL6	1
BP	GO:0032727	positive regulation of interferon-alpha production	1/40	23/18614	0.0483021127771538	0.103172917782694	0.0573948256441479	TBK1	1
BP	GO:0035988	chondrocyte proliferation	1/40	23/18614	0.0483021127771538	0.103172917782694	0.0573948256441479	DDR2	1
BP	GO:0044062	regulation of excretion	1/40	23/18614	0.0483021127771538	0.103172917782694	0.0573948256441479	SNX5	1
BP	GO:0045591	positive regulation of regulatory T cell differentiation	1/40	23/18614	0.0483021127771538	0.103172917782694	0.0573948256441479	SOCS1	1
BP	GO:0046823	negative regulation of nucleocytoplasmic transport	1/40	23/18614	0.0483021127771538	0.103172917782694	0.0573948256441479	PARK7	1
BP	GO:0051457	maintenance of protein location in nucleus	1/40	23/18614	0.0483021127771538	0.103172917782694	0.0573948256441479	PARK7	1
BP	GO:0061042	vascular wound healing	1/40	23/18614	0.0483021127771538	0.103172917782694	0.0573948256441479	TNFAIP3	1
BP	GO:1901984	negative regulation of protein acetylation	1/40	23/18614	0.0483021127771538	0.103172917782694	0.0573948256441479	PARK7	1
BP	GO:1904754	positive regulation of vascular associated smooth muscle cell migration	1/40	23/18614	0.0483021127771538	0.103172917782694	0.0573948256441479	DDR2	1
BP	GO:2000629	negative regulation of miRNA metabolic process	1/40	23/18614	0.0483021127771538	0.103172917782694	0.0573948256441479	RELA	1
BP	GO:0071692	protein localization to extracellular region	3/40	382/18614	0.0484624210398443	0.10340959913405	0.0575264908639193	IL1B/IL6/PARK7	3
BP	GO:0007519	skeletal muscle tissue development	2/40	165/18614	0.0489096791209893	0.104151192338172	0.0579390372332982	ATF3/MEF2C	2
BP	GO:0050792	regulation of viral process	2/40	165/18614	0.0489096791209893	0.104151192338172	0.0579390372332982	FURIN/ZFP36	2
BP	GO:0002697	regulation of immune effector process	3/40	384/18614	0.0490866275217766	0.104421552844187	0.0580894380791526	IL1B/IL6/TFRC	3
BP	GO:0030856	regulation of epithelial cell differentiation	2/40	166/18614	0.0494402504549129	0.104853485482551	0.0583297210817246	IL1B/ZFP36	2
BP	GO:0051168	nuclear export	2/40	166/18614	0.0494402504549129	0.104853485482551	0.0583297210817246	IL1B/PARK7	2
BP	GO:1903313	positive regulation of mRNA metabolic process	2/40	166/18614	0.0494402504549129	0.104853485482551	0.0583297210817246	DAZAP1/ZFP36	2
CC	GO:0061695	transferase complex, transferring phosphorus-containing groups	5/40	306/19518	0.000384683688102233	0.0329649658425842	0.0246755299874314	CDKN1A/PEX2/SOCS1/TBK1/ULK1	5
CC	GO:0034045	phagophore assembly site membrane	2/40	19/19518	0.000685002133166	0.0329649658425842	0.0246755299874314	ATG16L1/ULK1	2
CC	GO:0055037	recycling endosome	4/40	200/19518	0.00073255479650187	0.0329649658425842	0.0246755299874314	FZD7/NDRG1/TFRC/ULK1	4
CC	GO:0055038	recycling endosome membrane	3/40	102/19518	0.00118966252448241	0.0376791234384568	0.0282042561410671	FZD7/NDRG1/TFRC	3
CC	GO:0005776	autophagosome	3/40	117/19518	0.00176453145163842	0.0376791234384568	0.0282042561410671	ATG16L1/GABARAPL2/ULK1	3
CC	GO:1902554	serine/threonine protein kinase complex	3/40	121/19518	0.00194243042605385	0.0376791234384568	0.0282042561410671	CDKN1A/TBK1/ULK1	3
CC	GO:0005790	smooth endoplasmic reticulum	2/40	32/19518	0.0019537323264385	0.0376791234384568	0.0282042561410671	HSPA5/PGRMC1	2
CC	GO:0000407	phagophore assembly site	2/40	37/19518	0.00260644365179368	0.038293056790724	0.028663808591887	ATG16L1/ULK1	2
CC	GO:1902911	protein kinase complex	3/40	142/19518	0.00305903210304204	0.038293056790724	0.028663808591887	CDKN1A/TBK1/ULK1	3
CC	GO:0005777	peroxisome	3/40	143/19518	0.0031201749977627	0.038293056790724	0.028663808591887	ALDH3A2/PEX2/SCP2	3
CC	GO:0042579	microbody	3/40	143/19518	0.0031201749977627	0.038293056790724	0.028663808591887	ALDH3A2/PEX2/SCP2	3
CC	GO:0045121	membrane raft	4/40	323/19518	0.00420830178868753	0.0441830569943221	0.0330726976331768	EGFR/FURIN/PARK7/PTGS2	4
CC	GO:0098857	membrane microdomain	4/40	324/19518	0.00425466474760138	0.0441830569943221	0.0330726976331768	EGFR/FURIN/PARK7/PTGS2	4
CC	GO:0000421	autophagosome membrane	2/40	51/19518	0.00490035826679707	0.0472534547155432	0.0353710070385353	ATG16L1/GABARAPL2	2
CC	GO:0031901	early endosome membrane	3/40	187/19518	0.00659057782420695	0.0593152004178625	0.044399682184131	EGFR/SLC39A14/SNX5	3
CC	GO:0005778	peroxisomal membrane	2/40	65/19518	0.00785124647034784	0.0623481337351152	0.0466699480590336	ALDH3A2/PEX2	2
CC	GO:0031903	microbody membrane	2/40	65/19518	0.00785124647034784	0.0623481337351152	0.0466699480590336	ALDH3A2/PEX2	2
CC	GO:0030136	clathrin-coated vesicle	3/40	215/19518	0.00964995739263905	0.0697598948427255	0.0522179329816893	EGFR/FURIN/TFRC	3
CC	GO:0030669	clathrin-coated endocytic vesicle membrane	2/40	73/19518	0.00981805927416137	0.0697598948427255	0.0522179329816893	EGFR/TFRC	2
CC	GO:0005769	early endosome	4/40	423/19518	0.0107403081258165	0.0724970798492617	0.0542668200041257	EGFR/SLC39A14/SNX5/TFRC	4
CC	GO:0016323	basolateral plasma membrane	3/40	234/19518	0.0121273215516726	0.0744921549115418	0.055760209524429	EGFR/SLC39A14/TFRC	3
CC	GO:0031968	organelle outer membrane	3/40	236/19518	0.0124074306565786	0.0744921549115418	0.055760209524429	PGRMC1/PTGS2/ULK1	3
CC	GO:0019867	outer membrane	3/40	238/19518	0.0126912560219664	0.0744921549115418	0.055760209524429	PGRMC1/PTGS2/ULK1	3
CC	GO:0045334	clathrin-coated endocytic vesicle	2/40	92/19518	0.015261250261777	0.0858445327224954	0.0642578958390609	EGFR/TFRC	2
CC	GO:0009925	basal plasma membrane	3/40	266/19518	0.017058940949848	0.091237959007623	0.0682950804267587	EGFR/SLC39A14/TFRC	3
CC	GO:0005635	nuclear envelope	4/40	490/19518	0.0175717550681348	0.091237959007623	0.0682950804267587	EGFR/MTDH/PARP6/PTGS2	4
CC	GO:0045178	basal part of cell	3/40	285/19518	0.020446604292308	0.09973051344888	0.0746520802424365	EGFR/SLC39A14/TFRC	3
CC	GO:0042470	melanosome	2/40	112/19518	0.022088324349296	0.09973051344888	0.0746520802424365	HSPA5/TFRC	2
CC	GO:0048770	pigment granule	2/40	112/19518	0.022088324349296	0.09973051344888	0.0746520802424365	HSPA5/TFRC	2
CC	GO:0034663	endoplasmic reticulum chaperone complex	1/40	11/19518	0.0223193675085643	0.09973051344888	0.0746520802424365	HSPA5	1
CC	GO:0030904	retromer complex	1/40	12/19518	0.0243241465775986	0.09973051344888	0.0746520802424365	SNX5	1
CC	GO:1990229	iron-sulfur cluster assembly complex	1/40	12/19518	0.0243241465775986	0.09973051344888	0.0746520802424365	GLRX5	1
CC	GO:0031965	nuclear membrane	3/40	308/19518	0.0250104653585622	0.09973051344888	0.0746520802424365	EGFR/MTDH/PTGS2	3
CC	GO:0005788	endoplasmic reticulum lumen	3/40	312/19518	0.0258560590423022	0.09973051344888	0.0746520802424365	HSPA5/IL6/PTGS2	3
CC	GO:0030135	coated vesicle	3/40	312/19518	0.0258560590423022	0.09973051344888	0.0746520802424365	EGFR/FURIN/TFRC	3
CC	GO:0030665	clathrin-coated vesicle membrane	2/40	136/19518	0.031634919110479	0.118630946664296	0.0887997729416954	EGFR/TFRC	2
CC	GO:0031092	platelet alpha granule membrane	1/40	17/19518	0.0342880730104553	0.125105131254364	0.0936459462020971	CYB5R1	1
CC	GO:0036020	endolysosome membrane	1/40	20/19518	0.0402187335374027	0.142882342830246	0.106952864808605	ATG16L1	1
CC	GO:0016324	apical plasma membrane	3/40	381/19518	0.0428450435507812	0.148309766137319	0.111015497459514	DDR2/MTDH/SLC39A14	3
MF	GO:0051059	NF-kappaB binding	3/39	31/18369	3.81695720669224e-05	0.00874083200332523	0.00542409708319424	CDKN2A/MTDH/RELA	3
MF	GO:0004601	peroxidase activity	3/39	55/18369	0.00021506416772692	0.016375220312969	0.0101615938508426	GSTZ1/PARK7/PTGS2	3
MF	GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	3/39	57/18369	0.000239159262008985	0.016375220312969	0.0101615938508426	GSTZ1/PARK7/PTGS2	3
MF	GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	2/39	12/18369	0.00028603004913483	0.016375220312969	0.0101615938508426	CDKN1A/CDKN2A	2
MF	GO:0031625	ubiquitin protein ligase binding	5/39	301/18369	0.000416749115574222	0.0177553637374654	0.0110180377134352	CDKN1A/EGFR/GABARAPL2/HSPA5/RELA	5
MF	GO:0044389	ubiquitin-like protein ligase binding	5/39	320/18369	0.000550704883251179	0.0177553637374654	0.0110180377134352	CDKN1A/EGFR/GABARAPL2/HSPA5/RELA	5
MF	GO:0019887	protein kinase regulator activity	4/39	184/18369	0.000609394803431292	0.0177553637374654	0.0110180377134352	CDKN1A/EGFR/PARP6/SOCS1	4
MF	GO:0045296	cadherin binding	5/39	333/18369	0.000659492586717769	0.0177553637374654	0.0110180377134352	EGFR/HSPA5/NDRG1/PARK7/SNX5	5
MF	GO:0016209	antioxidant activity	3/39	82/18369	0.00069780905518423	0.0177553637374654	0.0110180377134352	GSTZ1/PARK7/PTGS2	3
MF	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	5/39	348/18369	0.000804260941665114	0.0184175755641311	0.0114289712762937	CDKN2A/MEF2C/MTDH/PARK7/RELA	5
MF	GO:0019207	kinase regulator activity	4/39	211/18369	0.00101571913626713	0.0190314819261222	0.0118099290279315	CDKN1A/EGFR/PARP6/SOCS1	4
MF	GO:0070577	lysine-acetylated histone binding	2/39	23/18369	0.00108038980366633	0.0190314819261222	0.0118099290279315	BRD2/BRD4	2
MF	GO:0140033	acetylation-dependent protein binding	2/39	23/18369	0.00108038980366633	0.0190314819261222	0.0118099290279315	BRD2/BRD4	2
MF	GO:0008266	poly(U) RNA binding	2/39	27/18369	0.00149086811766844	0.0243863427818623	0.0151328718710706	DAZAP1/RBMS1	2
MF	GO:0008187	poly-pyrimidine tract binding	2/39	30/18369	0.00184024766689868	0.0267845697347123	0.0166210844136344	DAZAP1/RBMS1	2
MF	GO:0004674	protein serine/threonine kinase activity	5/39	421/18369	0.00187141098583143	0.0267845697347123	0.0166210844136344	BRD2/BRD4/EGFR/TBK1/ULK1	5
MF	GO:0070717	poly-purine tract binding	2/39	32/18369	0.00209269375406517	0.0281898158635838	0.0174931056841361	DAZAP1/RBMS1	2
MF	GO:0031072	heat shock protein binding	3/39	128/18369	0.0025148489227561	0.0302790348223983	0.0187895642428121	HSPA5/TFRC/ZFP36	3
MF	GO:0030291	protein serine/threonine kinase inhibitor activity	2/39	36/18369	0.00264386590449422	0.0302790348223983	0.0187895642428121	CDKN1A/CDKN2A	2
MF	GO:0030295	protein kinase activator activity	3/39	135/18369	0.00292400748478017	0.0302790348223983	0.0187895642428121	CDKN1A/EGFR/PARP6	3
MF	GO:0002020	protease binding	3/39	138/18369	0.00311117774800447	0.0302790348223983	0.0187895642428121	FURIN/PARK7/TNFAIP3	3
MF	GO:0140297	DNA-binding transcription factor binding	5/39	478/18369	0.00324304481542413	0.0302790348223983	0.0187895642428121	CDKN2A/MEF2C/MTDH/PARK7/RELA	5
MF	GO:0004860	protein kinase inhibitor activity	2/39	40/18369	0.0032558887937997	0.0302790348223983	0.0187895642428121	CDKN1A/SOCS1	2
MF	GO:0046915	transition metal ion transmembrane transporter activity	2/39	40/18369	0.0032558887937997	0.0302790348223983	0.0187895642428121	SLC25A28/SLC39A14	2
MF	GO:0019209	kinase activator activity	3/39	141/18369	0.00330557148716138	0.0302790348223983	0.0187895642428121	CDKN1A/EGFR/PARP6	3
MF	GO:0019210	kinase inhibitor activity	2/39	44/18369	0.00392774602191368	0.0345943784237782	0.021467437771593	CDKN1A/SOCS1	2
MF	GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	2/39	50/18369	0.00504552759139673	0.0427935488307352	0.0265554083757723	CDKN1A/CDKN2A	2
MF	GO:0140030	modification-dependent protein binding	3/39	175/18369	0.00603935921153911	0.0493933306943734	0.0306508832164579	BRD2/BRD4/TNFAIP3	3
MF	GO:0070063	RNA polymerase binding	2/39	57/18369	0.00651245599200558	0.0514259455920441	0.0319122162947642	BRD4/ZFP36	2
MF	GO:0004714	transmembrane receptor protein tyrosine kinase activity	2/39	60/18369	0.00719361081244987	0.0549112292017007	0.0340749985852889	DDR2/EGFR	2
MF	GO:0003725	double-stranded RNA binding	2/39	70/18369	0.00968504545445954	0.0714654396569916	0.0443476642321023	MTDH/TFRC	2
MF	GO:0033218	amide binding	4/39	400/18369	0.00998643698263638	0.0714654396569916	0.0443476642321023	FURIN/PGRMC1/RELA/SCP2	4
MF	GO:0001618	virus receptor activity	2/39	77/18369	0.0116254840176508	0.0779617436268235	0.0483789261761488	EGFR/TFRC	2
MF	GO:0019199	transmembrane receptor protein kinase activity	2/39	77/18369	0.0116254840176508	0.0779617436268235	0.0483789261761488	DDR2/EGFR	2
MF	GO:0140272	exogenous protein binding	2/39	78/18369	0.0119155503359774	0.0779617436268235	0.0483789261761488	EGFR/TFRC	2
MF	GO:0051117	ATPase binding	2/39	86/18369	0.0143491232540225	0.0912763673658655	0.0566412760027205	EGFR/GABARAPL2	2
MF	GO:0003727	single-stranded RNA binding	2/39	88/18369	0.0149884076102864	0.0927660903447459	0.0575657191291229	DAZAP1/RBMS1	2
MF	GO:0003730	mRNA 3'-UTR binding	3/39	252/18369	0.0162104148167076	0.0976890787638431	0.0606206648270228	DAZAP1/RBMS1/ZFP36	3
MF	GO:0005496	steroid binding	2/39	99/18369	0.0187185035674093	0.106114048143119	0.0658487543062333	PGRMC1/SCP2	2
MF	GO:1901681	sulfur compound binding	3/39	269/18369	0.0192525004053203	0.106114048143119	0.0658487543062333	FURIN/PARK7/SCP2	3
MF	GO:0051087	chaperone binding	2/39	104/18369	0.0205305247753494	0.106114048143119	0.0658487543062333	HSPA5/TFRC	2
MF	GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity	1/39	10/18369	0.0210348231626064	0.106114048143119	0.0658487543062333	BRD4	1
MF	GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor	1/39	10/18369	0.0210348231626064	0.106114048143119	0.0658487543062333	CYB5R1	1
MF	GO:0043121	neurotrophin binding	1/39	10/18369	0.0210348231626064	0.106114048143119	0.0658487543062333	FURIN	1
MF	GO:0140463	chromatin-protein adaptor activity	1/39	10/18369	0.0210348231626064	0.106114048143119	0.0658487543062333	BRD4	1
MF	GO:1902936	phosphatidylinositol bisphosphate binding	2/39	107/18369	0.021651692556321	0.106114048143119	0.0658487543062333	FZD7/SNX5	2
MF	GO:0003713	transcription coactivator activity	3/39	282/18369	0.0217788657760986	0.106114048143119	0.0658487543062333	BRD4/MTDH/PARK7	3
MF	GO:0019107	myristoyltransferase activity	1/39	11/18369	0.0231144376239963	0.110275129497816	0.0684309008605155	SCP2	1
MF	GO:0016530	metallochaperone activity	1/39	12/18369	0.0251897474035293	0.113106905008004	0.0701881506599888	PARK7	1
MF	GO:0034452	dynactin binding	1/39	12/18369	0.0251897474035293	0.113106905008004	0.0701881506599888	SNX5	1
MF	GO:0042301	phosphate ion binding	1/39	12/18369	0.0251897474035293	0.113106905008004	0.0701881506599888	RELA	1
MF	GO:0051020	GTPase binding	3/39	304/18369	0.0264509260376593	0.116485808896615	0.0722849193336843	ATG16L1/NDRG1/ULK1	3
MF	GO:0042826	histone deacetylase binding	2/39	126/18369	0.0293197233640859	0.118026212719232	0.0732408123056598	MEF2C/RELA	2
MF	GO:0061578	K63-linked deubiquitinase activity	1/39	14/18369	0.0293274876057281	0.118026212719232	0.0732408123056598	TNFAIP3	1
MF	GO:0042277	peptide binding	3/39	317/18369	0.0294461047358722	0.118026212719232	0.0732408123056598	FURIN/PGRMC1/RELA	3
MF	GO:0019955	cytokine binding	2/39	130/18369	0.0310539228574602	0.118026212719232	0.0732408123056598	PARK7/ZFP36	2
MF	GO:0004029	aldehyde dehydrogenase (NAD+) activity	1/39	15/18369	0.0313899353302376	0.118026212719232	0.0732408123056598	ALDH3A2	1
MF	GO:0140313	molecular sequestering activity	1/39	15/18369	0.0313899353302376	0.118026212719232	0.0732408123056598	CDKN1A	1
MF	GO:0019838	growth factor binding	2/39	132/18369	0.0319360471938168	0.118026212719232	0.0732408123056598	EGFR/FURIN	2
MF	GO:0005159	insulin-like growth factor receptor binding	1/39	16/18369	0.0334481129766429	0.118026212719232	0.0732408123056598	SOCS1	1
MF	GO:0030297	transmembrane receptor protein tyrosine kinase activator activity	1/39	16/18369	0.0334481129766429	0.118026212719232	0.0732408123056598	EGFR	1
MF	GO:0042813	Wnt receptor activity	1/39	16/18369	0.0334481129766429	0.118026212719232	0.0732408123056598	FZD7	1
MF	GO:0050780	dopamine receptor binding	1/39	16/18369	0.0334481129766429	0.118026212719232	0.0732408123056598	SNX5	1
MF	GO:0004713	protein tyrosine kinase activity	2/39	137/18369	0.0341844130701414	0.118026212719232	0.0732408123056598	DDR2/EGFR	2
MF	GO:0020037	heme binding	2/39	137/18369	0.0341844130701414	0.118026212719232	0.0732408123056598	PGRMC1/PTGS2	2
MF	GO:0070851	growth factor receptor binding	2/39	137/18369	0.0341844130701414	0.118026212719232	0.0732408123056598	IL1B/IL6	2
MF	GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity	1/39	17/18369	0.0355020291535029	0.118026212719232	0.0732408123056598	ALDH3A2	1
MF	GO:0005149	interleukin-1 receptor binding	1/39	17/18369	0.0355020291535029	0.118026212719232	0.0732408123056598	IL1B	1
MF	GO:0019903	protein phosphatase binding	2/39	140/18369	0.0355624833084148	0.118026212719232	0.0732408123056598	EGFR/TBK1	2
MF	GO:0000062	fatty-acyl-CoA binding	1/39	18/18369	0.0375516924524902	0.119312348969588	0.0740389202982967	SCP2	1
MF	GO:0050811	GABA receptor binding	1/39	18/18369	0.0375516924524902	0.119312348969588	0.0740389202982967	GABARAPL2	1
MF	GO:0046906	tetrapyrrole binding	2/39	147/18369	0.0388606708205477	0.119312348969588	0.0740389202982967	PGRMC1/PTGS2	2
MF	GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	1/39	19/18369	0.0395971114484224	0.119312348969588	0.0740389202982967	RELA	1
MF	GO:0036041	long-chain fatty acid binding	1/39	19/18369	0.0395971114484224	0.119312348969588	0.0740389202982967	SCP2	1
MF	GO:0046935	1-phosphatidylinositol-3-kinase regulator activity	1/39	19/18369	0.0395971114484224	0.119312348969588	0.0740389202982967	SOCS1	1
MF	GO:1901567	fatty acid derivative binding	1/39	19/18369	0.0395971114484224	0.119312348969588	0.0740389202982967	SCP2	1
MF	GO:0004857	enzyme inhibitor activity	3/39	359/18369	0.040304079629173	0.119865379676372	0.0743821018446802	CDKN1A/FURIN/SOCS1	3
MF	GO:0010314	phosphatidylinositol-5-phosphate binding	1/39	20/18369	0.041638294699295	0.120128153911582	0.0745451656081987	SNX5	1
MF	GO:0016408	C-acyltransferase activity	1/39	20/18369	0.041638294699295	0.120128153911582	0.0745451656081987	SCP2	1
